kanji,radicals
逞,口:玉:辶
郢,口:玉:.阝
扈,口:戸:.阝:巴
鄙,口:囗:.阝
酩,口:夕:酉
酲,口:玉:酉
鉐,口:石:金
銛,口:舌:金
鐶,口:网:衣:金
鐵,口:土:戈:玉:金
鐡,口:土:戈:豆:金:丷
鑄,口:士:寸:工:金
閭,口:門
閾,口:戈:門
闊,口:舌:門:氵
濶,口:舌:門:氵
隕,口:貝:阝.
鞳,口:革:个:艹
韋,口
韜,口:爪:臼:韋
頡,口:士:貝:頁
頷,口:貝:頁:个
馘,口:戈:目:自:首:丷
駱,口:夂:馬
髻,口:士:彡:長:髟
鬟,口:彡:网:衣:長:髟
鬪,口:寸:豆:鬥:丷
鮖,口:田:石:魚:灬
鴿,口:鳥:个:灬
鵑,口:月:鳥:灬
黠,口:士:里:黒:灬
皷,口:士:皮:鼓:丷
龕,口:月:立:个
龠,口:个:冊
囲,囗:井
因,囗:大
姻,囗:大:女
恩,囗:大:心
菌,囗:禾:艹
口,囗
困,囗:木
梱,囗:木
図,囗:斗
団,囗:寸
悃,囗:木:忄
惱,囗:巛:忄
椢,囗:木:玉
氤,囗:大:气
湎,囗:面:氵
溷,囗:豕:氵
烟,囗:大:火
瑙,囗:巛:玉
箘,囗:禾:竹
篦,囗:比:竹
總,囗:夂:心:糸
聰,囗:夂:心:耳
腦,囗:巛:月
臘,囗:巛:月:臼:鼠
茵,囗:大:艹
蓖,囗:比:艹
貔,囗:比:豸
鑞,囗:巛:臼:金:鼠
鬣,囗:彡:臼:長:髟:鼠
麕,囗:广:比:禾:鹿
娃,土:女
越,土:戈:走
煙,土:火:襾
牡,土:牛
佳,土:亻
街,土:彳:行
浬,土:田:里:氵
蛙,土:虫
垣,土:日
赫,土:赤
規,土:大:見
起,土:己:走
圭,土
珪,土:玉
桂,土:木
畦,土:田
墾,土:爪:艮:豸:犭
栽,土:戈:木
載,土:戈:車
鮭,土:田:魚:灬
詩,土:寸:言
侍,土:寸:亻
寺,土:寸
持,土:寸:扌
時,土:寸:日
痔,土:寸:疒
蒔,土:寸:日:艹
赦,土:攴:赤
社,土:礻
庄,土:广
粧,土:广:米
場,土:日:勿
塵,土:广:比:鹿
赤,土
繊,土:戈:糸:赤
塑,土:屮:月:丷
走,土
増,土:日:田:丷
堆,土:隹
待,土:寸:彳
達,土:玉:羊:丷:辶
坦,土:日
地,土:也
墜,土:豕:丷:阝.
坪,土:干:丷
堤,土:日:疋
堵,土:日:老
徒,土:彳:走
杜,土:木
等,土:寸:竹
特,土:寸:牛
埜,土:木
封,土:寸
陛,土:比:阝.
墓,土:大:日:艹
坊,土:方
墨,土:里:黒:灬
埋,土:里
傲,土:攴:方:亻
圸,土:山
坎,土:欠
圻,土:斤
址,土:止
坩,土:甘
垈,土:弋:亻
坿,土:寸:亻
垠,土:艮
垳,土:彳:行
埆,土:角
埒,土:寸:爪
堋,土:月
塲,土:日:勿
塢,土:鳥:灬
塰,土:毋:氵
毀,土:殳:臼
塒,土:寸:日
堽,土:止:网
塹,土:斤:車
墅,土:里:マ
墹,土:日:門
墫,土:寸:酉:丷
墸,土:日:老:艹
墮,土:工:月:阝.
壗,土:彐:皿:聿:灬
壘,土:田
壟,土:月:立
壻,土:月:疋
奎,土:大
峙,土:寸:山
幇,土:寸:巾
恚,土:心
恃,土:寸:忄
懴,土:戈:韭:忄
截,土:戈:隹
挂,土:扌
捏,土:日:扌
敖,土:攴:方
殱,土:戈:歹:韭
汢,土:氵
涅,土:日:氵
湮,土:襾:氵
熬,土:攴:方:灬
甄,土:瓦:襾
畤,土:寸:田
疆,土:弓:田
籖,土:戈:竹:韭
纎,土:戈:糸:韭
肚,土:月
螯,土:攴:方:虫
螫,土:攴:虫:赤
袿,土:衤
覲,土:見:艹
贅,土:攴:方:貝
賍,土:广:貝
赭,土:日:老:赤
赱,土:走
趁,土:彡:走:个
趙,土:月:走:尚
遨,土:攴:方:辶
閨,土:門
鞋,土:革
韃,土:玉:羊:革:丷:辶
鰲,土:攴:方:田:魚:灬
鼇,土:攴:方:黽
荏,士:亻:艹
款,士:欠:示
仕,士:亻
志,士:心
誌,士:心:言
実,士:大:宀
声,士:尸
壮,士:爿
荘,士:爿:艹
装,士:爿:衣
廷,士:廴:玉
俵,士:衣:亻
表,士:衣
壯,士:爿
奘,士:大:爿
弉,士:廾:爿
痣,士:心:疒
聲,士:尸:殳:耳
莊,士:爿:艹
衽,士:玉:衤
裝,士:爿:衣
謦,士:尸:殳:言
賣,士:网:貝
榎,夂:木:目:自
夏,夂:自
緩,夂:爪:糸
徽,夂:山:彳:糸
後,夂:幺:彳
終,夂:糸
条,夂:攴:木
数,夂:女:攴:米
麦,夂
髪,夂:彡:長:髟
復,夂:彳:日
腹,夂:日:月
複,夂:日:衤
覆,夂:彳:日:襾
麺,夂:面:麥
薮,夂:女:攴:米:艹
履,夂:尸:彳:日
隆,夂:生:阝.
夊,夂
嶐,夂:山:生:阝.
廈,夂:广:自
徼,夂:彳:方:白
愎,夂:日:忄
倏,夂:攴:犬:亻
篷,夂:竹:辶
絛,夂:攴:糸:亻
蝮,夂:日:虫
輹,夂:日:車
馥,夂:日:禾:香
鰒,夂:日:田:魚:灬
麥,夂
麪,夂:止:疋:麥
移,夕:禾
傑,夕:木:舛:亻
拶,夕:巛:扌
汐,夕:氵
舛,夕
然,夕:犬:灬
多,夕
撚,夕:犬:扌:灬
燃,夕:火:犬:灬
桝,夕:木:舛
燐,夕:火:米:舛
隣,夕:米:舛:阝.
鱗,夕:田:米:舛:魚:灬
麟,夕:广:比:米:舛:鹿
憐,夕:米:舛:忄
侈,夕:亻
夛,夕:彐
梦,夕:木
夥,夕:木:田
奬,夕:大:寸:爿
將,夕:寸:爿
桀,夕:木:舛
漿,夕:寸:水:爿
獎,夕:寸:爿:犬
鄰,夕:米:舛:.阝
鏘,夕:寸:爿:金
庵,大:广:田
倦,大:己:亻
拳,大:手:丷
捲,大:己:丷:扌
蚕,大:虫
臭,大:自
奨,大:寸:爪:爿
笑,大:禾:竹
尖,大:小
遷,大:己:襾:辶
送,大:丷:辶
奪,大:寸:隹
鄭,大:酉:丷:.阝
天,大
奈,大:示
捺,大:示:扌
漠,大:日:氵:艹
莫,大:日:艹
美,大:玉:羊:丷
奮,大:田:隹
慕,大:心:日:艹
暮,大:日:艹
幕,大:巾:日:艹
膜,大:日:月:艹
摸,大:日:扌:艹
模,大:日:木:艹
戻,大:戸
涙,大:戸:氵
類,大:米:貝:頁
僊,大:己:襾:亻
奚,大:幺:爪
奢,大:日:老
奠,大:酉:丷
寞,大:宀:日:艹
捩,大:戸:扌
擲,大:酉:丷:扌:.阝
昊,大:日
溪,大:幺:爪:氵
濮,大:玉:羊:亻:丷:氵
獏,大:日:犭:艹
瓠,大:瓜
糢,大:日:米:艹
綟,大:戸:糸
羃,大:巾:日:网:艹
羹,大:玉:羊:丷:灬
莽,大:廾:艹
蟇,大:日:虫:艹
蟆,大:日:虫:艹
蟒,大:廾:虫:艹
謨,大:日:言:艹
貘,大:日:豸:艹
躾,大:玉:羊:身:丷
驀,大:日:馬:艹
鴦,大:鳥:灬
鷄,大:幺:爪:鳥:灬
姐,女:目
安,女:宀
按,女:宀:扌
案,女:宀:木
鞍,女:宀:革
委,女:禾
萎,女:禾:艹
嬰,女:貝
宴,女:宀:日
嫁,女:宀:豕
姦,女
好,女:子
腰,女:月:襾
婚,女:日:氏
桜,女:木:尚
嫉,女:疒:矢
屡,女:尸:米
妾,女:立
娼,女:日
姓,女:生
接,女:立:扌
妥,女:爪
嬬,女:而:雨
汝,女:氵
媒,女:木:甘
妃,女:己
姫,女:臣
妨,女:方
婿,女:月:疋
娘,女:艮
要,女:襾
楼,女:木:米
倭,女:禾:亻
奸,女:干
妝,女:爿
侫,女:亻:亡
妣,女:比
妲,女:日
姆,女:毋
姜,女:玉:羊:丷
婪,女:木
媼,女:日:皿
媽,女:馬
嫣,女:止:鳥:灬
嫖,女:示:襾
嫺,女:日:門
嫻,女:木:門
嬶,女:廾:田:目:自:鼻
孀,女:木:目:雨
妛,女:山
悽,女:彐:忄
晏,女:宀:日
椄,女:木:立
櫻,女:木:貝
瓔,女:玉:貝
珱,女:玉:尚
痿,女:疒:禾
矮,女:矢:禾
籔,女:攴:竹:米
綏,女:爪:糸
纓,女:糸:貝
逶,女:禾:辶
霎,女:立:雨
餒,女:爪:食
鮟,女:宀:田:魚:灬
鸚,女:貝:鳥:灬
季,子:禾
教,子:攴:老
孤,子:瓜
菰,子:瓜:艹
孝,子:老
酵,子:老:酉
仔,子:亻
孜,子:攴
字,子:宀
浮,子:爪:氵
孟,子:皿
猛,子:皿:犭
遊,子:方:辶
李,子:木
俘,子:爪:亻
孕,子:乃
孚,子:爪
孳,子:幺:丷
斈,子:文
孱,子:尸
悸,子:禾:忄
桴,子:木:爪
殍,子:歹:爪
游,子:方:氵
潺,子:尸:氵
艀,子:爪:舟
蜉,子:爪:虫
蝣,子:方:虫
郛,子:爪:.阝
家,宀:豕
稼,宀:禾:豕
萱,宀:日:艹
寛,宀:見:艹
宜,宀:目
誼,宀:目:言
守,宀:寸
狩,宀:寸:犭
宗,宀:示
宿,宀:白:亻
縮,宀:白:糸:亻
宵,宀:月:尚
錠,宀:疋:金
審,宀:田:米:釆
崇,宀:山:示
宣,宀:日
宋,宀:木
綜,宀:示:糸
綻,宀:疋:糸
寵,宀:月:立
鶴,宀:隹:鳥:灬
定,宀:疋
淀,宀:疋:氵
寮,宀:小:日:个:丷
牢,宀:牛
宦,宀:臣
寉,宀:隹
寔,宀:日:疋
實,宀:田:貝
寳,宀:小:玉:貝
掟,宀:疋:扌
棕,宀:木:示
淙,宀:示:氵
瀋,宀:田:米:釆:氵
疉,宀:彐:田
粽,宀:示:米
糘,宀:米:豕
聢,宀:疋:耳
萓,宀:目:艹
蓿,宀:白:亻:艹
諚,宀:疋:言
鏥,宀:白:金:个:亻
尉,寸:尸:示
慰,寸:尸:心:示
欝,寸:木:网:艮
蔚,寸:尸:示:艹
射,寸:身
謝,寸:言:身
爵,寸:爪:网:艮
遵,寸:酉:丷:辶
将,寸:爪:爿
蒋,寸:爪:爿:艹
醤,寸:爪:爿:酉
尊,寸:酉:丷
村,寸:木
対,寸:文
耐,寸:而
樽,寸:木:酉:丷
酎,寸:酉
討,寸:言
導,寸:自:丷:辶
得,寸:彳:日
肘,寸:月
付,寸:亻
府,寸:广:亻
符,寸:竹:亻
腐,寸:广:肉:亻
附,寸:亻:阝.
鮒,寸:田:魚:亻:灬
鱒,寸:田:酉:魚:丷:灬
俯,寸:广:亻
對,寸:玉:羊:丷
忖,寸:忄
拊,寸:亻:扌
柎,寸:木:亻
椨,寸:广:木:亻
溽,寸:辰:氵
熨,寸:尸:火:示
紂,寸:糸
縟,寸:糸:辰
罸,寸:网:言
腑,寸:广:月:亻
苻,寸:亻:艹
蓐,寸:辰:艹
蓴,寸:日:虫:艹
褥,寸:辰:衤
麝,寸:广:比:身:鹿
隙,小:日:阝.
県,小:目
糸,小:幺
穆,小:彡:白:禾
僚,小:日:亻
療,小:日:疒:个:丷
瞭,小:日:目:个:丷
遼,小:日:个:丷:辶
敍,小:干:攴:个
敘,小:干:攴:个
珎,小:玉
畭,小:工:田:个
齋,小:齊:元
耽,尢:耳
沈,尢:氵
眈,尢:目
酖,尢:酉
鴆,尢:鳥:灬
駅,尸:馬
梶,尸:木:毛
屑,尸:月:尚
刷,尸:巾:刂
尻,尸:九
層,尸:日:田:丷
択,尸:扌
沢,尸:氵
遅,尸:玉:羊:丷:辶
屠,尸:日:老
尿,尸:水
尾,尸:毛
侭,尸:亻
漏,尸:雨:氵
屁,尸:比
屎,尸:米
屓,尸:貝
爲,尸:爪:灬
穉,尸:牛:禾
遲,尸:水:牛:辶
鈬,尸:金
逆,屮:丷:辶
朔,屮:月:丷
遡,屮:月:丷:辶
愬,屮:心:月:丷
槊,屮:月:木:丷
溯,屮:月:丷:氵
艸,屮
蚩,屮:山:虫
闕,屮:欠:門:丷
岳,山:斤
催,山:隹:亻
瑞,山:玉:而
仙,山:亻
岱,山:弋:亻
辿,山:辶
端,山:立:而
徴,山:彳:攴:玉
懲,山:彳:心:攴:玉
島,山:白:鳥
嶋,山:鳥:灬
微,山:彳:攴
崩,山:月
嵐,山:風
岌,山:及
岑,山:个
岻,山:氏
岶,山:白
峭,山:月:尚
嶌,山:鳥:灬
崟,山:金
崑,山:日:比
崔,山:隹
嵌,山:欠:甘
嵎,山:田:禸
嵳,山:工:玉:羊:丷
嶄,山:斤:車
嶽,山:犬:言
巒,山:糸:言
惴,山:而:忄
揣,山:而:扌
搗,山:鳥:扌
摧,山:隹:扌
杣,山:木
槝,山:木:鳥
汕,山:氵
湍,山:而:氵
澂,山:攴:玉:氵
猯,山:而:犭
疝,山:疒
繃,山:月:糸
閊,山:門
黴,山:彳:攴:里:黒:灬
釧,巛:金
訓,巛:言
荒,巛:艹:亡
災,巛:火
巡,巛:辶
順,巛:貝:頁
馴,巛:馬:鳥:灬
剄,巛:工:刂
徑,巛:工:彳
痙,巛:工:疒
經,巛:工:糸
緇,巛:田:糸
脛,巛:工:月
莖,巛:工:艹
輕,巛:工:車
輜,巛:田:車
逕,巛:工:辶
錙,巛:田:金
頸,巛:工:貝:頁
鯔,巛:田:魚:灬
攻,工:攴
江,工:氵
紅,工:糸
貢,工:貝
項,工:貝:頁
鴻,工:鳥:氵:灬
試,工:弋:言
式,工:弋
拭,工:弋:扌
虹,工:虫
杢,工:木
弑,工:弋:木
扛,工:扌
搓,工:玉:羊:丷:扌
杠,工:木
椌,工:木:穴
槓,工:木:貝
汞,工:水
熕,工:火:貝
穩,工:彐:心:爪:禾
縒,工:玉:糸:羊:丷
肛,工:月
訌,工:言
軾,工:弋:戈:車
隱,工:彐:心:爪:阝.
改,己:攴
忌,己:心
紀,己:糸
記,己:言
配,己:酉
杞,己:木
爬,己:爪:巴
祀,己:礻
錦,巾:白:金
製,巾:牛:衣:刂
席,巾:广
帳,巾:長
幡,巾:田:米:釆
帽,巾:日:目
棉,巾:木:白
綿,巾:白:糸
帋,巾:氏
帛,巾:白
帷,巾:隹
幟,巾:戈:日:立:音
幢,巾:立:里
芋,干:艹
刊,干:刂
汗,干:氵
竿,干:竹
肝,干:月
軒,干:車
秤,干:禾:丷
平,干:丷
幵,干
怦,干:丷:忄
悍,干:日:忄
扞,干:扌
捍,干:日:扌
旱,干:日
杆,干:木
栞,干:木
桿,干:日:木
泙,干:丷:氵
湃,干:扌:氵
滸,干:言:氵
稈,干:日:禾
苹,干:丷:艹
萍,干:丷:氵:艹
訐,干:言
鑿,干:殳:臼:金:丷
駻,干:日:馬
鮃,干:田:魚:丷:灬
鼾,干:廾:田:目:自:鼻
畿,幺:戈:田
郷,幺:艮:.阝
響,幺:日:立:艮:音:.阝
饗,幺:艮:食:.阝
幻,幺
慈,幺:心:丷
滋,幺:丷:氵
聯,幺:耳
麼,幺:广:木:麻
樂,幺:木:白
櫟,幺:木:白
濕,幺:日:氵:灬
聨,幺:廾:耳
茲,幺:艹
藥,幺:木:白:艹
酳,幺:月:酉
關,幺:門
隰,幺:日:阝.:灬
顯,幺:日:貝:頁:灬
応,广:心
庫,广:車
康,广:彐:水:隶
糠,广:彐:水:米:隶
漉,广:比:鹿:氵
鹿,广:比
遮,广:辶:灬
庶,广:灬
床,广:木
薦,广:艹:灬
鷹,广:隹:鳥:亻:灬
底,广:氏
庭,广:廴:玉
庇,广:比
摩,广:手:木:麻
麻,广:木
傭,广:彐:用:亻
庸,广:彐:用:聿
廊,广:艮:.阝
麓,广:木:比:鹿
庠,广:玉:羊:丷
廁,广:貝:刂
廂,广:木:目
廐,广:无:艮
廏,广:殳:艮
廢,广:弓:殳:癶
慷,广:彐:水:隶:忄
應,广:心:隹:亻
麾,广:木:毛:麻
糜,广:木:米:麻
縻,广:木:糸:麻
膺,广:月:隹:亻
軈,广:心:身:隹:亻
轆,广:比:車:鹿
鏖,广:比:金:鹿
鱇,广:彐:水:田:隶:魚:灬
麋,广:比:米:鹿
靡,广:木:非:麻
延,廴:止
健,廴:聿:亻
建,廴:聿
鍵,廴:聿:金
挺,廴:玉:扌
艇,廴:玉:舟
廼,廴:襾
梃,廴:木:玉
腱,廴:月:聿
霆,廴:玉:雨
戒,廾:戈
械,廾:戈:木
開,廾:門
算,廾:目:竹
鼻,廾:田:自
弄,廾:玉
彝,廾:彐:米:糸:彑
枅,廾:木
舁,廾:臼
誡,廾:戈:言
袋,弋:衣:亻
貸,弋:貝:亻
黛,弋:里:黒:亻:灬
代,弋:亻
鳶,弋:鳥:灬
斌,弋:文:止
賦,弋:止:貝
武,弋:止
鵡,弋:戈:止:鳥:灬
弌,弋
曵,弋:曰
杙,弋:木
玳,弋:玉:亻
貮,弋:貝
粥,弓:米
彊,弓:田
弧,弓:瓜
第,弓:竹
弛,弓:也
張,弓:長
丐,弓:止:疋
弖,弓
弭,弓:耳
弸,弓:月
彎,弓:糸:言
漲,弓:長:氵
灣,弓:糸:言:氵
發,弓:殳:癶
躬,弓:身
縁,彐:糸:豕
穏,彐:心:爪:禾
互,彐:彑
捷,彐:疋:扌
雪,彐:雨
逮,彐:水:隶:辶
濯,彐:隹:氵
鱈,彐:田:雨:魚:灬
擢,彐:隹:扌
当,彐:尚
剥,彐:水:刂
曜,彐:日:隹
緑,彐:水:糸:隶
禄,彐:水:隶:礻
録,彐:水:金:隶
儘,彐:皿:亻:灬
彑,彐
戳,彐:戈:隹
掾,彐:豕:扌
档,彐:木:尚
棣,彐:木:水:隶
椽,彐:木:豕
櫂,彐:木:隹
櫞,彐:木:糸:豕
沍,彐:彑:氵
燿,彐:火:隹
盡,彐:皿:聿
肅,彐:爿:片:聿
膤,彐:月:雨
艝,彐:舟:雨
轌,彐:車:雨
隶,彐:水
彩,彡:木:爪
疹,彡:疒:个
診,彡:言:个
須,彡:貝:頁
杉,彡:木
珍,彡:玉:个
彬,彡:木
殄,彡:歹:个
畛,彡:田:个
蓚,彡:攴:亻:艹
衫,彡:衤
袗,彡:个:衤
軫,彡:車:个
餮,彡:歹:食:个
髟,彡:長
髣,彡:方:長:髟
髦,彡:毛:長:髟
鬚,彡:貝:長:頁:髟
桁,彳:木:行
行,彳
従,彳:疋:丷
縦,彳:疋:糸:丷
徐,彳:禾:个
征,彳:止
役,彳:殳
律,彳:聿
葎,彳:聿:艹
彷,彳:方
徃,彳:生
徂,彳:目
很,彳:艮
徙,彳:止:疋
徘,彳:非
徨,彳:玉:白
愆,彳:心:行:氵
慫,彳:心:疋:丷
樅,彳:木:疋:丷
衍,彳:行:氵
絎,彳:糸:行
聳,彳:疋:耳:丷
衢,彳:目:行:隹
裄,彳:行:衤
銜,彳:行:金
鵆,彳:行:鳥:灬
意,心:日:立:音
億,心:日:立:音:亻
憶,心:日:立:音:忄
臆,心:日:月:立:音
恵,心:田
惚,心:忄:勿
懇,心:爪:艮:豸:犭
思,心:田
偲,心:田:亻
蕊,心:艹
愁,心:火:禾
芯,心:艹
惣,心:牛:勿
想,心:木:目
息,心:自
恥,心:耳
悲,心:非
稔,心:禾:个
悶,心:門
愈,心:月:个:刂
癒,心:月:疒:个:刂
恷,心:木:亻
恙,心:玉:羊:丷
慇,心:日:殳
慂,心:用:マ:氵
慙,心:斤:車
懋,心:木:矛:マ
戀,心:糸:言
棯,心:木:个
檍,心:日:木:立:音
沁,心:氵
熄,心:火:自
穗,心:日:禾:虫
腮,心:月:田
蘂,心:木:艹
蟋,心:米:虫:釆
顋,心:田:貝:頁
鯰,心:田:魚:个:灬
鰓,心:田:魚:灬
識,戈:日:立:言:音
戎,戈
織,戈:日:立:糸:音
職,戈:日:立:耳:音
伐,戈:亻
筏,戈:竹:亻
閥,戈:門:亻
戉,戈
戔,戈
戛,戈:白:自
找,戈:扌
棧,戈:木
殘,戈:歹
淺,戈:氵
濺,戈:貝:氵
熾,戈:日:火:立:音
牋,戈:片
犧,戈:牛:玉:禾:羊:丷
盞,戈:皿
箋,戈:竹
綫,戈:糸
羲,戈:玉:禾:羊:丷
戝,戈:貝
賤,戈:貝
贇,戈:文:止:貝
錢,戈:金
錻,戈:止:金
餞,戈:食
芦,戸:艹
肩,戸:月
雇,戸:隹
顧,戸:貝:隹:頁
所,戸:斤
肇,戸:攴:聿
扉,戸:非
房,戸:方
炉,戸:火
枦,戸:木
粐,戸:米
綮,戸:攴:糸
舮,戸:舟
鈩,戸:金
撃,手:殳:車
攣,手:糸:言
襷,手:丷:尚:衤
敢,攴:耳
激,攴:方:白:氵
政,攴:止
敗,攴:貝
繁,攴:毋:糸
敏,攴:毋
倣,攴:方:亻
放,攴:方
牧,攴:牛
枚,攴:木
夂,攴
攷,攴
畋,攴:田
變,攴:糸:言
條,攴:木:亻
橄,攴:木:耳
檄,攴:方:木:白
滌,攴:木:亻:氵
瞰,攴:目:耳
脩,攴:月:亻
覈,攴:方:白:襾
邀,攴:方:白:辶
鶩,攴:矛:鳥:灬
蚊,文:虫
斑,文:玉
斐,文:非
紋,文:糸
憫,文:門:忄
旻,文:日
紊,文:糸
閔,文:門
馼,文:馬
科,斗:禾
斜,斗:禾:个
料,斗:米
抖,斗:扌
斛,斗:角
槲,斗:木:角
萪,斗:禾:艹
蚪,斗:虫
蝌,斗:禾:虫
祈,斤:礻
丘,斤
欣,斤:欠
芹,斤:艹
近,斤:辶
駈,斤:馬
斬,斤:車
暫,斤:日:車
質,斤:貝
誓,斤:言:扌
逝,斤:扌:辶
析,斤:木
折,斤:扌
漸,斤:車:氵
斧,斤:父
忻,斤:忄
慚,斤:車:忄
掀,斤:欠:扌
晢,斤:日:扌
晰,斤:日:木
槧,斤:木:車
沂,斤:氵
浙,斤:扌:氵
淅,斤:木:氵
皙,斤:木:白
蚯,斤:虫
蜥,斤:木:虫
邱,斤:.阝
釿,斤:金
鏨,斤:車:金
於,方:个
旋,方:疋
族,方:矢
芳,方:艹
訪,方:言
紡,方:糸
肪,方:月
防,方:阝.
旄,方:毛
旌,方:生
旛,方:田:米:釆
旙,方:田:米:釆
枋,方:木
楞,方:木:网
簇,方:矢:竹
膂,方:月:衣
舫,方:舟
蔟,方:矢:艹
錺,方:金:艹
鏃,方:矢:金
餝,方:食:艹
魴,方:田:魚:灬
曁,无:日:艮
漑,无:艮:氵
潛,无:日:氵
簪,无:日:竹
蠶,无:日:虫
譖,无:日:言
旭,日:九
暗,日:立:音
闇,日:立:門:音
旺,日:玉
温,日:皿:氵
音,日:立
晦,日:毋
柑,日:木:甘
桓,日:木
澗,日:門:氵
簡,日:竹:門
間,日:門
沓,日:水
顕,日:貝:頁
恒,日:忄
香,日:禾
甑,日:瓦:田:丷
昏,日:氏
昆,日:比
混,日:比:氵
晒,日:襾
賜,日:貝:勿
煮,日:老:灬
者,日:老
借,日:亻
錫,日:金:勿
暑,日:老
曙,日:网:老
渚,日:老:氵
緒,日:糸:老
署,日:网:老
書,日:聿
薯,日:网:老:艹
藷,日:老:言:艹
諸,日:老:言
昌,日
晶,日
菖,日:艹
晋,日
椙,日:木
是,日:疋
星,日:生
醒,日:生:酉
曽,日:田:丷
僧,日:田:亻:丷
憎,日:田:丷:忄
贈,日:田:貝:丷
醍,日:疋:酉
題,日:疋:貝:頁
但,日:亻
担,日:扌
旦,日
胆,日:月
瀦,日:老:豕:氵
猪,日:老:犭
著,日:老:艹
腸,日:月:勿
提,日:疋:扌
賭,日:老:貝
都,日:老:.阝
箸,日:竹:老
鰭,日:田:老:魚:灬
萌,日:月:艹
冒,日:目
明,日:月
盟,日:月:皿
儲,日:老:言:亻
揚,日:扌:勿
楊,日:木:勿
陽,日:阝.:勿
糧,日:米:里
量,日:里
魯,日:田:魚:灬
櫓,日:木:田:魚:灬
倡,日:亻
會,日:网:个
偖,日:老:亻
剔,日:刂:勿
怛,日:忄
慍,日:皿:忄
惺,日:生:忄
杲,日:木
杳,日:木
晝,日:聿
晨,日:辰
暃,日:非
暹,日:隹:辶
檜,日:木:网:个
棍,日:木:比
棔,日:木:氏
楮,日:木:老
榲,日:木:皿
橸,日:木
汨,日:氵
潴,日:老:氵:犭
焜,日:比:火
燗,日:火:門
猖,日:犭
猩,日:生:犭
獪,日:网:个:犭
甦,日:生
疸,日:疒
瘟,日:疒:皿
癇,日:疒:門
睹,日:目:老
箟,日:比:竹
繝,日:糸:門
繪,日:糸:网:个
耆,日:老
耒,日:木
腥,日:月:生
膃,日:月:皿
膾,日:月:网:个
艪,日:田:舟:魚:灬
菎,日:比:艹
蓍,日:老:艹
薀,日:皿:氵:艹
薈,日:网:个:艹
蘊,日:皿:糸:艹
衵,日:衤
袒,日:衤
褞,日:皿:衤
襴,日:木:門:衤
覩,日:老:見
諳,日:立:言:音
豬,日:老:豕
闍,日:老:門
靼,日:革
鞜,日:水:革
饂,日:皿:食
鯤,日:比:田:魚:灬
鰛,日:田:皿:魚:灬
鱠,日:田:网:魚:个:灬
黯,日:立:里:音:黒:灬
胃,月:田
謂,月:田:言
股,月:殳
肯,月:止
削,月:刂:尚
襲,月:立:衣
梢,月:木:尚
消,月:尚:氵
肖,月:尚
鞘,月:革:尚
煎,月:丷:刂:灬
箭,月:竹:丷:刂
腺,月:水:白
前,月:丷:刂
揃,月:丷:刂:扌
腿,月:艮:辶
瀧,月:立:氵
蛸,月:虫:尚
棚,月:木
脹,月:長
騰,月:馬:丷
豚,月:豕
覇,月:襾:革
肥,月:巴
膝,月:木:水:个
朋,月
鵬,月:鳥:灬
望,月:玉:亡
愉,月:个:刂:忄
諭,月:言:个:刂
輸,月:車:个:刂
龍,月:立
朗,月:艮
聾,月:立:耳
偸,月:个:亻:刂
悄,月:尚:忄
揄,月:个:刂:扌
擶,月:竹:丷:刂:扌
朖,月:艮
朧,月:立
霸,月:雨:革
楡,月:木:个:刂
渭,月:田:氵
渝,月:个:刂:氵
潸,月:木:氵
瑜,月:玉:个:刂
瓏,月:玉:立
瘉,月:疒:个:刂
瘠,月:疒:癶:个
稍,月:禾:尚
籠,月:立:竹
胥,月:疋
胝,月:氏
脣,月:辰
腓,月:非
膰,月:田:米:釆
臍,月:齊
臑,月:而:雨
萠,月:艹
蘢,月:立:艹
蝟,月:田:虫
蝓,月:虫:个:刂
覦,月:見:个:刂
誚,月:言:尚
逍,月:尚:辶
逾,月:个:刂:辶
遯,月:豕:辶
銷,月:金:尚
鍮,月:金:个:刂
隴,月:立:阝.
霄,月:雨:尚
鮹,月:田:魚:尚:灬
桶,木:用:マ
菓,木:田:艹
課,木:田:言
概,木:牙:艮
橿,木:田
株,木:牛
栢,木:白
閑,木:門
休,木:亻
禁,木:示
襟,木:示:衤
栗,木:襾
権,木:矢:隹
根,木:艮
査,木:目
採,木:爪:扌
采,木:爪
菜,木:爪:艹
雑,木:隹:九
漆,木:水:个:氵
集,木:隹
柔,木:矛:マ
樵,木:隹:灬
湘,木:目:氵
森,木
栖,木:襾
栓,木:玉:个
染,木:九:氵
楚,木:疋
巣,木:田:尚
相,木:目
霜,木:目:雨
体,木:亻
茶,木:个:艹
牒,木:片:世
蝶,木:虫:世
諜,木:言:世
椎,木:隹
栂,木:毋
椴,木:殳
楢,木:酉:丷
杷,木:巴
梅,木:毋
楳,木:甘
煤,木:火:甘
柏,木:白
箱,木:目:竹
鉢,木:金
樋,木:用:マ:辶
枇,木:比
標,木:示:襾
焚,木:火
某,木:甘
謀,木:甘:言
本,木
柾,木:止
様,木:水:玉:羊:丷
葉,木:艹:世
裸,木:田:衤
梨,木:禾:刂
林,木
淋,木:氵
琳,木:玉
榔,木:艮:.阝
刹,木:刂
剿,木:田:刂:尚
慄,木:襾:忄
揉,木:矛:マ:扌
枉,木:玉
杰,木:灬
柤,木:目
柢,木:氏
柆,木:立
柧,木:瓜
